2 65.4789 54.09 -1  
2 69.0546 59.27 -1  
2 67.5998 58.11 -1  
2 36.2911 29.09 -1  
2 49.0653 48.02 -1  
1 79.0734 106.46 -1  
2 35.8647 33.68 -1  
2 78.9556 72.40 -1  
1 20.4873 43.89 -1  
1 50.6175 76.52 -1  
2 68.4089 62.58 -1  
1 49.1325 80.00 -1  
2 87.1318 73.58 -1  
1 61.2900 85.47 -1  
2 67.8682 65.78 -1  
1 54.2626 79.81 -1  
1 38.2574 71.19 -1  
2 17.4043 10.00 -1  
1 35.1705 62.99 -1  
2 67.1665 51.86 -1  
2 85.4183 74.85 -1  
2 66.9141 54.24 -1  
2 87.0774 82.62 -1  
2 31.9848 19.12 -1  
2 75.2479 67.70 -1  
2 77.5347 67.07 -1  
2 41.2765 32.74 -1  
1 50.5153 77.75 -1  
1 43.3436 68.31 -1  
2 22.1774 15.47 -1  
2 39.8393 37.65 -1  
1 39.0901 63.68 -1  
2 30.0970 23.48 -1  
2 35.6062 26.36 -1  
1 52.7219 77.17 -1  
1 44.3499 81.41 -1  
1 13.1511 46.17 -1  
2 97.5549 88.97 -1  
1 39.1275 64.40 -1  
1 46.6102 74.17 -1  
1 42.3536 68.72 -1  
2 72.2430 58.58 -1  
2 45.1312 37.45 -1  
2 74.2628 65.64 -1  
1 62.7148 88.50 -1  
2 72.8874 60.51 -1  
1 35.3626 56.32 -1  
2 94.1582 78.04 -1  
1 22.9459 51.96 -1  
2 17.6361 10.04 -1  
1 66.4338 93.63 -1  
1 80.4022 104.94 -1  
2 71.5280 61.90 -1  
2 35.1194 20.17 -1  
1 68.3436 100.41 -1  
1 10.6550 35.92 -1  
1 33.9159 54.07 -1  
1 52.1630 78.49 -1  
1 50.0105 81.63 -1  
2 56.1491 52.55 -1  
2 72.6641 69.91 -1  
2 60.9924 61.14 -1  
2 46.9212 32.32 -1  
1 34.0411 58.67 -1  
2 58.8020 48.16 -1  
1 33.2891 55.22 -1  
1 52.6487 81.17 -1  
2 39.0454 33.41 -1  
2 82.3695 74.02 -1  
1 49.2665 74.96 -1  
1 14.5390 35.97 -1  
2 67.8653 60.93 -1  
2 46.3076 38.43 -1  
1 20.8160 57.63 -1  
1 14.1360 48.55 -1  
2 87.7410 78.97 -1  
2 57.9974 40.21 -1  
2 70.1271 61.40 -1  
1 20.8836 56.16 -1  
1 45.9136 67.38 -1  
1 51.0364 81.41 -1  
2 49.8311 43.67 -1  
1 1.0000 34.01 -1  
2 41.5394 39.72 -1  
2 53.8920 45.19 -1  
1 34.9101 69.27 -1  
2 77.9987 69.30 -1  
2 37.4075 33.64 -1  
1 31.4482 59.41 -1  
1 42.6237 74.45 -1  
2 65.9549 57.97 -1  
1 6.3148 33.13 -1  
1 32.4624 51.38 -1  
2 57.2290 45.51 -1  
2 61.3083 48.35 -1  
1 38.0277 62.61 -1  
1 24.2069 51.29 -1  
1 50.3483 75.63 -1  
1 40.4680 60.69 -1  
2 28.8256 12.59 -1  
2 52.7822 43.18 -1  
2 68.1479 61.14 -1  
2 68.0779 58.87 -1  
1 33.0092 55.35 -1  
2 60.8297 48.39 -1  
1 55.5358 80.44 -1  
1 5.2858 38.36 -1  
1 24.5358 48.61 -1  
1 40.6017 64.45 -1  
1 33.5236 64.10 -1  
1 12.5840 42.25 -1  
1 49.3943 77.30 -1  
2 33.6972 23.27 -1  
1 62.7485 81.47 -1  
1 38.9093 72.67 -1  
1 76.7801 96.95 -1  
2 52.6458 49.36 -1  
2 86.6422 71.88 -1  
2 46.7257 34.47 -1  
1 41.8451 68.76 -1  
1 38.6062 68.14 -1  
1 50.0121 71.21 -1  
1 26.5458 52.82 -1  
1 17.9746 54.77 -1  
2 64.4871 57.59 -1  
2 76.1004 63.91 -1  
2 51.5300 49.16 -1  
2 66.1223 57.95 -1  
2 59.1094 52.35 -1  
1 38.4109 71.32 -1  
1 45.4312 68.75 -1  
2 73.7243 64.49 -1  
2 64.7116 54.17 -1  
2 67.0669 65.71 -1  
2 69.1003 61.43 -1  
2 39.1596 34.55 -1  
2 86.2017 71.29 -1  
2 74.3992 62.29 -1  
2 79.5106 67.47 -1  
1 18.2650 43.64 -1  
2 20.9764 16.64 -1  
1 56.9653 89.43 -1  
1 20.7019 43.62 -1  
2 42.5884 30.61 -1  
2 76.9295 68.19 -1  
1 36.2031 66.75 -1  
1 26.1226 50.33 -1  
2 51.9897 39.07 -1  
1 12.7478 40.36 -1  
2 77.7228 63.66 -1  
2 100.0000 89.88 -1  
2 59.5948 42.40 -1  
1 32.1429 65.80 -1  
2 46.6118 34.09 -1  
1 35.0350 59.41 -1  
2 39.0609 36.92 -1  
2 31.9414 26.35 -1  
1 16.9576 40.69 -1  
1 19.9132 45.69 -1  
2 44.0006 28.50 -1  
2 48.4679 34.41 -1  
1 38.1276 71.83 -1  
2 64.8085 57.80 -1  
1 24.6767 54.07 -1  
1 11.7130 41.01 -1  
1 66.8742 102.03 -1  
1 71.0077 94.43 -1  
2 68.2355 60.11 -1  
2 60.1639 47.51 -1  
2 54.9228 47.45 -1  
1 27.9441 59.05 -1  
1 41.3016 64.48 -1  
1 43.6167 68.12 -1  
2 41.5699 37.22 -1  
1 62.5888 85.52 -1  
1 51.4480 76.16 -1  
2 75.7607 70.01 -1  
1 31.8807 64.76 -1  
1 19.5854 49.02 -1  
2 46.4397 32.85 -1  
1 13.0678 41.07 -1  
2 70.8763 66.89 -1  
2 63.9805 63.31 -1  
1 36.4560 63.70 -1  
1 52.1325 82.25 -1  
1 45.3366 73.66 -1  
1 24.1506 51.25 -1  
2 66.4594 62.34 -1  
2 71.3283 57.00 -1  
1 53.9573 89.62 -1  
2 51.1817 45.26 -1  
1 51.8260 84.62 -1  
1 48.8245 76.87 -1  
2 32.5530 22.25 -1  
2 54.0355 47.20 -1  
1 24.6804 44.17 -1  
2 54.0995 48.99 -1  
1 21.9928 42.95 -1  
2 54.9409 49.86 -1  
1 60.6834 91.27 -1  
2 59.3878 52.60 -1  
2 60.7801 57.30 -1  
2 64.5868 56.04 -1  
1 50.9588 74.19 -1  
2 73.4448 61.88 -1  
2 98.4084 83.65 -1  
1 51.2882 77.02 -1  
2 51.8177 44.64 -1  
2 69.0061 61.64 -1  
2 64.6754 57.32 -1  
1 39.9098 69.64 -1  
1 50.5198 74.70 -1  
1 60.5319 85.84 -1  
2 88.4728 78.10 -1  
2 41.0658 36.78 -1  
2 83.3496 73.69 -1  
1 20.3108 50.27 -1  
2 39.3732 36.15 -1  
2 43.6257 36.29 -1  
1 36.3044 66.27 -1  
2 30.1393 26.33 -1  
1 16.8704 41.74 -1  
1 26.3877 59.29 -1  
2 54.2822 44.23 -1  
1 43.2231 68.88 -1  
2 63.0976 48.94 -1  
2 71.1030 62.19 -1  
1 24.8065 51.60 -1  
1 6.6437 30.57 -1  
2 79.5320 62.64 -1  
1 42.2403 65.40 -1  
1 51.1440 75.73 -1  
1 49.0602 70.93 -1  
1 55.6743 83.26 -1  
1 40.9094 67.25 -1  
2 38.3772 29.50 -1  
2 58.3946 49.06 -1  
2 42.2269 40.95 -1  
1 14.2627 34.97 -1  
2 55.1388 40.86 -1  
1 39.0081 73.16 -1  
1 9.4907 36.93 -1  
2 80.2631 79.98 -1  
2 51.0694 44.78 -1  
2 47.1334 36.88 -1  
1 13.6307 41.59 -1  
1 31.5337 55.97 -1  
1 27.6359 50.51 -1  
2 41.1075 34.32 -1  
1 32.3290 56.69 -1  
1 50.2294 78.74 -1  
1 51.0367 77.75 -1  
2 66.3039 48.89 -1  
1 62.3115 92.39 -1  
1 48.0659 74.42 -1  
1 39.7285 62.90 -1  
2 51.8978 39.24 -1  
1 38.6006 69.58 -1  
2 36.6266 33.92 -1  
2 44.5410 38.66 -1  
1 58.6759 81.13 -1  
2 76.6270 67.76 -1  
1 58.6281 82.54 -1  
1 55.4622 83.87 -1  
1 34.0514 50.69 -1  
2 65.6923 54.62 -1  
2 34.4123 28.97 -1  
2 53.0600 49.88 -1  
2 73.7822 64.54 -1  
2 60.4506 54.10 -1  
2 47.2738 37.93 -1  
2 62.3103 51.61 -1  
1 17.5115 47.29 -1  
1 45.4946 67.90 -1  
1 40.9071 60.05 -1  
1 63.6909 86.50 -1  
1 32.5971 59.49 -1  
1 33.6005 64.10 -1  
2 56.1004 38.39 -1  
1 56.4374 87.53 -1  
2 56.8370 49.99 -1  
1 37.0545 63.87 -1  
1 41.2181 61.42 -1  
1 47.2258 84.02 -1  
1 45.5946 65.42 -1  
2 52.8826 42.84 -1  
2 61.3372 57.48 -1  
1 63.7273 91.53 -1  
1 8.9953 42.36 -1  
2 57.1209 48.85 -1  
2 46.2769 37.90 -1  
1 65.4487 94.06 -1  
2 48.9207 41.07 -1  
2 60.7824 45.56 -1  
2 74.2813 57.33 -1  
1 16.5371 46.46 -1  
1 52.0498 81.55 -1  
2 59.8300 52.72 -1  
1 48.2072 67.75 -1  
2 30.7538 17.24 -1  
1 28.0514 51.25 -1  
1 47.3853 84.23 -1  
1 57.7581 83.88 -1  
2 78.1580 65.71 -1  
2 38.2322 31.21 -1  
2 68.3297 54.69 -1  
1 31.5752 60.07 -1  
1 51.5527 75.40 -1  
2 41.5487 39.43 -1  
1 64.0360 89.29 -1  
1 42.3615 66.11 -1  
2 54.8520 50.75 -1  
2 77.1924 68.34 -1  
2 75.7908 64.00 -1  
1 49.4248 81.23 -1  
2 64.7096 59.35 -1  
2 59.3181 46.65 -1  
2 68.6564 54.96 -1  
2 55.4937 44.91 -1  
1 15.6130 37.98 -1  
1 43.8503 69.14 -1  
1 70.5276 98.45 -1  
2 57.0568 48.00 -1  
1 84.3378 108.85 -1  
1 12.6189 39.81 -1  
2 43.3594 36.82 -1  
1 18.4037 44.05 -1  
2 36.4582 29.72 -1  
2 38.6345 22.01 -1  
2 83.3739 75.44 -1  
2 78.3957 70.24 -1  
2 46.5996 34.63 -1  
2 44.6629 41.17 -1  
1 55.4610 79.68 -1  
2 88.2964 77.57 -1  
1 44.2621 70.25 -1  
1 25.6705 53.38 -1  
1 34.1932 65.29 -1  
2 20.2213 17.66 -1  
2 42.3011 41.85 -1  
1 72.8519 99.62 -1  
2 63.4226 55.50 -1  
2 85.3318 76.81 -1  
1 52.6150 84.05 -1  
2 70.9570 65.28 -1  
2 26.5288 21.58 -1  
1 54.1167 80.05 -1  
1 53.2138 81.40 -1  
1 40.1108 67.94 -1  
1 29.8835 49.38 -1  
2 26.9173 25.79 -1  
1 30.3067 60.56 -1  
2 76.5549 62.66 -1  
2 56.7145 45.13 -1  
1 68.3753 94.64 -1  
1 70.9105 93.21 -1  
1 12.1348 39.60 -1  
1 31.6630 52.22 -1  
2 72.1127 62.67 -1  
2 31.4618 28.73 -1  
1 18.9522 53.75 -1  
1 37.6370 59.91 -1  
2 72.1961 63.58 -1  
1 58.4938 76.87 -1  
1 70.9327 95.72 -1  
2 83.2793 65.57 -1  
1 37.5967 67.02 -1  
1 56.5985 75.13 -1  
2 46.9637 32.91 -1  
1 70.9386 93.95 -1  
1 42.6688 61.20 -1  
2 44.6351 34.52 -1  
1 18.3887 37.97 -1  
2 71.6678 63.20 -1  
1 58.7238 82.65 -1  
2 81.5474 72.33 -1  
1 61.1958 89.90 -1  
2 66.7859 55.09 -1  
1 25.2976 55.43 -1  
2 57.7656 43.76 -1  
2 80.9193 67.40 -1  
2 51.5887 45.56 -1  
2 83.3000 73.97 -1  
2 78.0485 69.09 -1  
2 46.9745 28.35 -1  
1 45.9811 82.59 -1  
1 14.4394 51.86 -1  
1 36.5917 63.49 -1  
1 43.0854 69.38 -1  
2 69.0972 62.35 -1  
1 38.4100 62.15 -1  
1 23.3101 50.51 -1  
1 49.4750 79.17 -1  
1 54.0608 80.95 -1  
2 62.6809 48.43 -1  
2 66.5339 63.51 -1  
2 47.1390 44.05 -1  
1 77.7847 100.34 -1  
1 40.2992 73.19 -1  
1 24.7059 50.53 -1  
2 77.6720 67.89 -1  
1 17.9343 44.21 -1  
2 58.3643 42.13 -1  
2 66.9732 55.82 -1  
1 46.9278 76.70 -1  
1 47.5592 77.47 -1  
2 56.5580 43.45 -1  
2 32.3874 28.46 -1  
2 43.9139 39.63 -1  
1 45.0605 70.26 -1  
1 37.0033 56.68 -1  
2 81.5384 67.84 -1  
2 88.8364 86.17 -1  
1 21.4584 47.84 -1  
2 70.1967 56.71 -1  
2 38.2651 35.77 -1  
1 33.3184 64.14 -1  
1 42.0980 71.50 -1  
2 49.2036 39.98 -1  
2 35.5315 24.82 -1  
1 46.8833 73.09 -1  
2 41.5054 35.12 -1  
2 30.5997 21.33 -1  
2 67.8510 56.52 -1  
2 52.9301 43.38 -1  
2 48.2602 43.52 -1  
2 67.4366 55.45 -1  
2 65.1874 59.03 -1  
1 47.9293 82.78 -1  
1 58.9687 82.85 -1  
1 47.1702 68.49 -1  
1 34.8669 64.96 -1  
1 44.6619 78.01 -1  
1 36.5207 65.45 -1  
2 87.9170 81.81 -1  
2 87.9813 77.11 -1  
2 72.6268 58.68 -1  
2 75.7934 70.76 -1  
2 48.4761 45.28 -1  
2 34.8889 35.94 -1  
1 58.0366 83.18 -1  
2 40.2853 28.21 -1  
1 48.2305 72.34 -1  
2 79.8104 68.96 -1  
2 52.3664 48.69 -1  
2 58.0204 52.80 -1  
1 75.1964 100.43 -1  
1 46.0591 72.48 -1  
2 55.8920 48.53 -1  
1 25.2171 50.84 -1  
2 66.0526 54.01 -1  
1 33.9995 60.31 -1  
2 36.4766 31.88 -1  
2 56.1614 52.01 -1  
2 27.0527 11.90 -1  
2 54.7841 51.35 -1  
2 68.0566 57.83 -1  
1 10.7928 44.20 -1  
1 40.1890 61.67 -1  
1 40.2757 68.74 -1  
2 43.8213 31.92 -1  
2 57.5057 38.46 -1  
2 29.9151 25.19 -1  
1 43.8909 64.21 -1  
1 33.6888 63.56 -1  
2 44.2409 40.92 -1  
2 63.4243 57.08 -1  
1 47.1198 70.93 -1  
2 52.9513 44.87 -1  
2 74.1461 58.82 -1  
1 46.0243 76.76 -1  
1 39.4099 65.95 -1  
1 61.4385 89.96 -1  
2 65.6688 55.64 -1  
1 31.7498 57.65 -1  
1 20.7811 46.42 -1  
2 66.0830 46.61 -1  
1 42.2389 69.72 -1  
2 45.0306 29.93 -1  
2 61.4908 51.69 -1  
2 47.7029 36.71 -1  
2 59.1839 49.82 -1  
1 30.8635 52.69 -1  
2 53.3718 41.65 -1  
2 40.5037 24.71 -1  
1 38.0152 71.67 -1  
1 28.0956 59.20 -1  
1 35.3312 68.44 -1  
1 50.7082 79.27 -1  
1 46.9464 69.52 -1  
1 33.4798 59.57 -1  
2 82.2961 77.42 -1  
1 31.4422 62.06 -1  
2 56.8800 57.87 -1  
2 33.2291 17.57 -1  
1 37.7828 69.64 -1  
1 38.0250 70.28 -1  
1 14.8837 44.29 -1  
2 35.9651 31.99 -1  
2 37.0253 27.67 -1  
1 59.1655 89.65 -1  
1 40.0563 71.00 -1  
